2016-04-05T01:49:47Z,80,0,0.77333,0,0,1,0,0,1
2016-04-05T03:34:46Z,79,10.5,0.073333,0,0,1,0,0,0
2016-04-05T03:39:46Z,88,10,0.073333,0,0,1,0,0,0
2016-04-05T03:44:46Z,101,11,0.073333,0,0,1,0,0,0
2016-04-05T03:49:46Z,106,9,0.073333,0,0,1,0,0,0
2016-04-05T03:54:46Z,113,6,0.073333,0,0,1,0,0,0
2016-04-05T03:59:46Z,122,8,0.073333,0,0,1,0,0,0
2016-04-05T04:04:46Z,132,9.5,0.073333,0,0,1,0,0,0
2016-04-05T04:09:46Z,142,10,0.073333,0,0,1,0,0,0
2016-04-05T04:14:46Z,149,8.5,0.073333,0,0,1,0,0,0
2016-04-05T04:19:46Z,154,6,0.073333,0,0,1,0,0,0
2016-04-05T04:24:46Z,157,4,0.073333,0,0,1,0,0,0
2016-04-05T04:29:46Z,157,1.5,0.073333,0,0,1,0,0,0
2016-04-05T04:34:46Z,154,-1.5,0.073333,0,0,1,0,0,0
2016-04-05T04:39:46Z,150,-3.5,0.073333,0,0,1,0,0,0
2016-04-05T04:44:46Z,146,-4,0.073333,0,0,1,0,0,0
2016-04-05T04:49:46Z,140,-5,0.073333,0,0,1,0,0,0
2016-04-05T04:54:46Z,134,-6,0.073333,0,0,1,0,0,0
2016-04-05T04:59:46Z,129,-5.5,0.073333,0,0,1,0,0,0
2016-04-05T05:04:46Z,122,-6,0.073333,0,0,1,0,0,0
2016-04-05T05:09:46Z,116,-6.5,0.073333,0,0,1,0,0,0
2016-04-05T05:14:46Z,111,-5.5,0.073333,0,0,1,0,0,0
2016-04-05T05:19:46Z,109,-3.5,0.073333,0,0,1,0,0,0
2016-04-05T05:24:46Z,108,-1.5,0.073333,0,0,1,0,0,0
2016-04-05T05:29:46Z,107,-1,0.073333,0,0,1,0,0,0
2016-04-05T05:34:46Z,109,0.5,0.073333,0,0,1,0,0,0
2016-04-05T05:39:46Z,111,2,0.073333,0,0,1,0,0,0
2016-04-05T05:44:46Z,114,2.5,0.073333,0,0,1,0,0,0
2016-04-05T05:49:46Z,112,0.5,0.073333,0,0,1,0,0,0
2016-04-05T05:54:46Z,113,-0.5,0.073333,0,0,1,0,0,0
2016-04-05T05:59:46Z,111,-0.5,0.073333,0,0,1,0,0,0
2016-04-05T06:04:46Z,110,-1.5,0.073333,0,0,1,0,0,0
2016-04-05T06:09:46Z,112,0.5,0.073333,0,0,1,0,0,0
2016-04-05T06:14:46Z,113,1.5,0.073333,0,0,1,0,0,0
2016-04-05T06:19:46Z,114,1,0.073333,0,0,1,0,0,0
2016-04-05T06:24:46Z,115,1,0.073333,0,0,1,0,0,0
2016-04-05T06:29:46Z,117,1.5,0.073333,0,0,1,0,0,0
2016-04-05T06:34:46Z,118,1.5,0.073333,0,0,1,0,0,0
2016-04-05T06:39:46Z,119,1,0.073333,0,0,1,0,0,0
2016-04-05T06:44:46Z,119,0.5,0.073333,0,0,1,0,0,0
2016-04-05T06:49:46Z,120,0.5,0.073333,0,0,1,0,0,0
2016-04-05T06:54:46Z,120,0.5,0.073333,0,0,1,0,0,0
2016-04-05T06:59:46Z,120,-1.5192e-14,0.073333,0,0,1,0,0,0
2016-04-05T07:04:46Z,121,0.5,0.073333,0,0,1,0,0,0
2016-04-05T07:09:46Z,121,0.5,0.073333,0,0,1,1,0,0
2016-04-05T07:14:46Z,122,0.5,0.073333,0,0,1,1,0,0
2016-04-05T07:19:46Z,122,0.5,0.073333,0,0,1,1,0,0
2016-04-05T07:24:46Z,122,-1.5192e-14,0.073333,0,0,1,1,0,0
2016-04-05T07:29:46Z,119,-1.5,0.073333,0,0,1,1,0,0
2016-04-05T07:34:46Z,119,-1.5,0.073333,0,0,1,1,0,0
2016-04-05T07:39:46Z,119,-2.2788e-14,0.073333,0,0,1,1,0,0
2016-04-05T07:44:46Z,119,-2.2788e-14,0.073333,0,0,1,1,0,0
2016-04-05T07:49:46Z,118,-0.5,0.073333,0,0,1,1,0,0
2016-04-05T07:54:46Z,116,-1.5,0.073333,0,0,1,1,0,0
2016-04-05T07:59:46Z,115,-1.5,0.073333,0,0,1,1,0,0
2016-04-05T08:04:46Z,113,-1.5,0.073333,0,0,1,1,0,0
2016-04-05T08:09:46Z,112,-1.5,0.073333,0,0,1,1,0,0
2016-04-05T08:14:46Z,111,-1,0.073333,0,0,1,1,0,0
2016-04-05T08:19:46Z,111,-0.5,0.073333,0,0,1,1,0,0
2016-04-05T08:24:46Z,107,-2,0.073333,0,0,1,1,0,0
2016-04-05T08:29:46Z,96,-7.5,0.073333,0,0,1,1,0,0
2016-04-05T08:34:46Z,93,-7,0.073333,0,0,1,1,0,0
2016-04-05T08:39:46Z,96,-2.2788e-14,0.073333,0,0,1,1,0,0
2016-04-05T08:44:46Z,96,1.5,0.073333,0,0,1,1,0,0
2016-04-05T08:49:46Z,97,0.5,0.073333,0,0,1,1,0,0
2016-04-05T08:54:46Z,97,0.5,0.073333,0,0,1,1,0,0
2016-04-05T08:59:46Z,99,1,0.073333,0,0,1,1,0,0
2016-04-05T09:04:46Z,101,2,0.073333,0,0,1,1,0,0
2016-04-05T09:09:46Z,101,1,0.073333,0,0,1,1,0,0
2016-04-05T09:14:46Z,102,0.5,0.073333,0,0,1,1,0,0
2016-04-05T09:19:46Z,105,2,0.073333,0,0,1,1,0,0
2016-04-05T09:24:46Z,108,3,0.073333,0,0,1,1,0,0
2016-04-05T09:29:46Z,110,2.5,0.073333,0,0,1,1,0,0
2016-04-05T09:34:46Z,111,1.5,0.073333,0,0,1,1,0,0
2016-04-05T09:39:46Z,113,1.5,0.073333,0,0,1,1,0,0
2016-04-05T09:44:46Z,116,2.5,0.073333,0,0,1,1,0,0
2016-04-05T09:49:46Z,118,2.5,0.073333,0,0,1,1,0,0
2016-04-05T09:54:46Z,119,1.5,0.073333,0,0,1,1,0,0
2016-04-05T09:59:46Z,119,0.5,0.073333,0,0,1,1,0,0
2016-04-05T10:04:46Z,120,0.5,0.073333,0,0,1,1,0,0
2016-04-05T10:09:46Z,120,0.5,0.073333,0,0,1,1,0,0
2016-04-05T10:14:46Z,120,-1.5192e-14,0.073333,0,0,1,1,0,0
2016-04-05T10:19:46Z,119,-0.5,0.073333,0,0,1,1,0,0
2016-04-05T10:24:46Z,118,-1,0.073333,0,0,1,1,0,0
2016-04-05T10:29:46Z,117,-1,0.073333,0,0,1,1,0,0
2016-04-05T10:34:46Z,116,-1,0.073333,0,0,1,1,0,0
2016-04-05T10:39:46Z,116,-0.5,0.073333,0,0,1,1,0,0
2016-04-05T10:44:46Z,115,-0.5,0.073333,0,0,1,1,0,0
2016-04-05T10:49:45Z,113,-1.5,0.073333,0,0,1,1,0,0
2016-04-05T10:54:45Z,112,-1.5,0.073333,0,0,1,1,0,0
2016-04-05T10:59:45Z,111,-1,0.073333,0,0,1,1,0,0
2016-04-05T11:04:45Z,110,-1,0.073333,0,0,1,1,0,0
2016-04-05T11:09:46Z,108,-1.5,0.073333,0,0,1,1,0,0
2016-04-05T11:14:45Z,107,-1.5,0.073333,0,0,1,1,0,0
2016-04-05T11:19:45Z,105,-1.5,0.073333,0,0,1,1,0,0
2016-04-05T11:24:45Z,104,-1.5,0.073333,0,0,1,1,0,0
2016-04-05T11:29:45Z,101,-2,0.073333,0,0,1,1,0,0
2016-04-05T11:34:46Z,99,-2.5,0.073333,0,0,1,1,0,0
2016-04-05T11:39:45Z,97,-2,0.073333,0,0,1,1,0,0
2016-04-05T11:44:45Z,94,-2.5,0.073333,0,0,1,1,0,0
2016-04-05T11:49:45Z,93,-2,0.073333,0,0,1,1,0,0
2016-04-05T11:54:45Z,92,-1,0.073333,0,0,1,1,0,0
2016-04-05T11:59:45Z,91,-1,0.073333,0,0,1,1,0,0
2016-04-05T12:04:45Z,90,-1,0.073333,0,0,1,1,0,0
2016-04-05T12:09:45Z,90,-0.5,0.073333,0,0,1,1,0,0
2016-04-05T12:14:45Z,89,-0.5,0.073333,0,0,1,1,0,0
2016-04-05T12:19:45Z,88,-1,0.073333,0,0,1,1,0,0
2016-04-05T12:24:45Z,87,-1,0.073333,0,0,1,1,0,0
2016-04-05T12:29:45Z,86,-1,0.073333,0,0,1,1,0,0
2016-04-05T12:34:45Z,84,-1.5,0.073333,0,0,1,1,0,0
2016-04-05T12:39:45Z,82,-2,0.073333,0,0,1,1,0,0
2016-04-05T12:44:45Z,82,-1,0.073333,0,0,1,1,0,0
2016-04-05T12:49:45Z,80,-1,0.073333,0,0,1,1,0,0
2016-04-05T12:54:45Z,80,-1,0.073333,0,0,1,1,0,0
2016-04-05T12:59:45Z,81,0.5,0.073333,0,0,1,1,0,0
2016-04-05T13:04:45Z,81,0.5,0.073333,0,0,1,1,0,0
2016-04-05T13:09:45Z,82,0.5,0.073333,0,0,1,1,0,0
2016-04-05T13:14:45Z,82,0.5,0.073333,0,0,1,1,0,0
2016-04-05T13:19:45Z,82,-1.5192e-14,0.073333,0,0,1,1,0,0
2016-04-05T13:24:45Z,82,-1.5192e-14,0.073333,0,0,1,1,0,0
2016-04-05T13:29:45Z,82,-1.5192e-14,0.073333,0,0,1,1,0,0
2016-04-05T13:34:45Z,82,-1.5192e-14,0.073333,0,0,1,1,0,0
2016-04-05T13:39:45Z,82,-1.5192e-14,0.073333,0,0,1,1,0,0
2016-04-05T13:44:45Z,82,-1.5192e-14,0.073333,0,0,1,1,0,0
2016-04-05T13:49:45Z,82,-1.5192e-14,0.073333,0,0,1,1,0,0
2016-04-05T13:54:45Z,82,-1.5192e-14,0.073333,0,0,1,1,0,0
2016-04-05T13:59:45Z,83,0.5,0.073333,0,0,1,1,0,0
2016-04-05T14:04:45Z,83,0.5,0.073333,0,0,1,1,0,0
2016-04-05T14:09:45Z,83,-1.5192e-14,0.073333,0,0,0,0,0,0
2016-04-05T14:14:45Z,82,-0.5,0.073333,1,0,0,0,0,0
2016-04-05T14:19:45Z,81,-1,0.073333,1.5535,0,0,0,0,0
2016-04-05T14:24:45Z,80,-1,0.073333,1.8599,0,0,0,0,0
2016-04-05T14:29:45Z,80,-0.5,0.073333,2.0294,0,0,0,0,0
2016-04-05T14:34:45Z,80,-1.5192e-14,0.073333,2.1233,0,0,0,0,0
2016-04-05T14:39:45Z,80,-1.5192e-14,0.073333,2.1752,0,0,0,0,0
2016-04-05T14:44:45Z,79,-0.5,0.073333,2.204,0,0,0,0,0
2016-04-05T14:49:45Z,79,-0.5,0.073333,2.2199,0,0,0,0,0
2016-04-05T14:54:45Z,79,-7.596e-15,0.073333,2.2287,0,0,0,0,0
